class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
A,0.331113964,0.860242367,-1.60E-06,0,0.604251802,0.721672356,-0.053079978,0,0.77790916,0.494300365,-0.05098943,0,0.848887563,0.285982668,-0.056916736,0,0.847854257,0.128709853,-0.042306729,0,0.652290881,0.357578218,0.056793269,0,0.68130362,0.201063395,-0.046803143,0,0.655842245,0.368228376,-0.092477731,0,0.620840907,0.451988846,-0.098909304,0,0.494307339,0.365072995,0.047547683,0,0.523950875,0.224364594,-0.060717415,0,0.529154003,0.423647404,-0.078337818,0,0.50896132,0.486272246,-0.058287017,0,0.333121389,0.392362386,0.015094256,0,0.366623491,0.270513743,-0.11317876,0,0.392736018,0.472506583,-0.068403438,0,0.378137141,0.54281652,0.002159226,0,0.159464061,0.431025624,-0.020381654,0,0.220025152,0.315758497,-0.088597201,0,0.252160907,0.453436434,-0.033120736,0,0.235467583,0.5210886,0.032703679,0
A,0.324956059,0.869652748,-1.35E-06,0,0.599340081,0.723243237,-0.062002555,0,0.771021485,0.497613668,-0.06313353,0,0.843016803,0.300556719,-0.071779393,0,0.854008257,0.136816412,-0.057297248,0,0.636221707,0.346395165,0.069959298,0,0.716335416,0.207908243,-0.032476351,0,0.699427664,0.378695577,-0.075860128,0,0.638938546,0.440265536,-0.082099542,0,0.491038144,0.34533447,0.061563365,0,0.578723252,0.211696342,-0.049350657,0,0.578312576,0.418446362,-0.070639998,0,0.520664394,0.46735552,-0.05108032,0,0.333330959,0.363721013,0.027712088,0,0.417770416,0.246929184,-0.110901922,0,0.430875868,0.455622643,-0.073374532,0,0.375840485,0.510548055,-0.004504476,0,0.156407475,0.394763738,-0.008846255,0,0.272191465,0.289579749,-0.087512717,0,0.296437413,0.433959007,-0.035010245,0,0.241455868,0.493228614,0.030972641,0
A,0.31055212,0.872030139,-1.43E-06,0,0.584636927,0.729138255,-0.05864013,0,0.76247263,0.503629923,-0.057758376,0,0.839530468,0.305287719,-0.065459751,0,0.850745797,0.14067331,-0.050147589,0,0.645616949,0.347926021,0.075426087,0,0.723420024,0.201346993,-0.027362866,0,0.698277712,0.374742389,-0.071586713,0,0.636354804,0.442734092,-0.077321097,0,0.497274131,0.343740433,0.06647899,0,0.577911556,0.206512228,-0.042764138,0,0.571718574,0.414298236,-0.06344609,0,0.51550281,0.466912925,-0.043116678,0,0.336475581,0.3602449,0.032066308,0,0.415465742,0.239632532,-0.103271924,0,0.424647719,0.452535123,-0.064116061,0,0.372876942,0.513540447,0.005514589,0,0.158027053,0.38908127,-0.005214037,0,0.269360036,0.28277117,-0.08155816,0,0.289405137,0.431664735,-0.028296972,0,0.237644568,0.494369537,0.038291164,0
A,0.29695785,0.876419902,-1.47E-06,0,0.544798791,0.747744262,-0.058487602,0,0.721598029,0.522375524,-0.059474114,0,0.831297278,0.302271605,-0.070207335,0,0.817212343,0.129540563,-0.060246423,0,0.644543231,0.382660806,0.085948288,0,0.695325971,0.221081749,-0.025399357,0,0.640325487,0.36945349,-0.084739618,0,0.586517572,0.452273786,-0.09888196,0,0.490693271,0.373224944,0.075442597,0,0.540905654,0.206824318,-0.04509734,0,0.519136131,0.403269827,-0.074670151,0,0.491125643,0.475254595,-0.055171814,0,0.330296516,0.387086481,0.038271293,0,0.370000899,0.253955841,-0.09938138,0,0.378027916,0.458828062,-0.06192534,0,0.359011054,0.539430261,0.010367875,0,0.159316093,0.411334515,-0.003490767,0,0.224158153,0.29767406,-0.075293325,0,0.244466513,0.43748492,-0.022234179,0,0.227119476,0.508382738,0.045013674,0
A,0.290154755,0.864252448,-1.41E-06,0,0.543455243,0.741604209,-0.056509998,0,0.725124836,0.515335739,-0.056199338,0,0.836179256,0.305089474,-0.064815253,0,0.833189309,0.140994549,-0.051937588,0,0.641829491,0.374622673,0.07369487,0,0.69659692,0.214197248,-0.031928495,0,0.637169778,0.364165723,-0.081774369,0,0.58597225,0.440117121,-0.09138529,0,0.488244593,0.366363674,0.062104225,0,0.532266021,0.2101807,-0.052253302,0,0.507753491,0.405160248,-0.072161846,0,0.488177001,0.468729258,-0.048724782,0,0.327423126,0.381880462,0.024950996,0,0.369961619,0.255494595,-0.109082825,0,0.374093175,0.461581588,-0.064239562,0,0.358561277,0.536832333,0.010446089,0,0.158169866,0.40645805,-0.016823528,0,0.224668354,0.297429502,-0.088474803,0,0.241413936,0.440003693,-0.033273682,0,0.226269528,0.507555366,0.034472741,0
A,0.295450032,0.857909381,-1.63E-06,0,0.536548138,0.771622598,-0.076983064,0,0.720169902,0.532047868,-0.082311936,0,0.836636543,0.309099853,-0.089834556,0,0.8499825,0.143808663,-0.070769757,0,0.642845273,0.36744234,0.040163551,0,0.700178206,0.208285093,-0.06785132,0,0.639882207,0.379786372,-0.106850721,0,0.597948074,0.439332485,-0.11135985,0,0.489332974,0.36138314,0.036720455,0,0.535848558,0.210769236,-0.084449872,0,0.509190798,0.424148709,-0.091240689,0,0.490529984,0.461868256,-0.058335401,0,0.329831094,0.376628727,0.006215494,0,0.372064203,0.258812964,-0.136615962,0,0.370108098,0.474026859,-0.081093825,0,0.351023495,0.522388816,0.00073608,0,0.164696485,0.394464165,-0.030224914,0,0.222822115,0.30005908,-0.105960481,0,0.232919276,0.448377758,-0.047870584,0,0.210954741,0.500045717,0.020926608,0
A,0.259679377,0.858563662,-1.82E-06,0,0.527264953,0.756888747,-0.065138273,0,0.725841343,0.500103354,-0.068748154,0,0.806969345,0.27658093,-0.07306046,0,0.878830016,0.127221525,-0.050389167,0,0.630241156,0.337118089,0.008521719,0,0.687171876,0.160767704,-0.094309486,0,0.632067323,0.362765849,-0.120725371,0,0.588672996,0.423777759,-0.11864569,0,0.47177431,0.336048424,0.002332297,0,0.516084492,0.185248703,-0.106824823,0,0.487394482,0.420395762,-0.102103546,0,0.460957617,0.448704392,-0.068355843,0,0.312353551,0.356698513,-0.025948841,0,0.358397305,0.231480569,-0.155188397,0,0.350509435,0.462082237,-0.092113778,0,0.329545021,0.49705404,-0.012624096,0,0.148361832,0.381226271,-0.05787769,0,0.203192681,0.275365174,-0.123006396,0,0.215441003,0.436688453,-0.057313956,0,0.192763865,0.488427728,0.013039578,0
A,0.279160321,0.855140924,-1.85E-06,0,0.535995245,0.755671144,-0.066832282,0,0.721514821,0.503909051,-0.070017859,0,0.788964391,0.28165251,-0.073664732,0,0.851991773,0.133714378,-0.050311029,0,0.617722392,0.334670782,0.007962685,0,0.671037316,0.164534181,-0.097055338,0,0.625027955,0.365946501,-0.126041308,0,0.589998007,0.425854236,-0.124976017,0,0.46066767,0.335183918,0.002281239,0,0.504723251,0.185548335,-0.110360816,0,0.486514181,0.419111639,-0.109249756,0,0.465976655,0.450857282,-0.077338368,0,0.307320803,0.353086114,-0.025742479,0,0.34851107,0.228416041,-0.158427402,0,0.346416473,0.461894631,-0.097899437,0,0.329680026,0.502705872,-0.018984921,0,0.151776493,0.375964165,-0.057891,0,0.203277484,0.270063221,-0.127485901,0,0.215856656,0.432140499,-0.065363087,0,0.195615232,0.488894284,0.003581486,0
A,0.286601126,0.862834811,-1.77E-06,0,0.530467093,0.756389976,-0.081444696,0,0.714159012,0.504113197,-0.086455673,0,0.779646039,0.285891831,-0.086146139,0,0.840662003,0.136477023,-0.055402007,0,0.611963391,0.331940502,-0.000823,0,0.663442612,0.173198611,-0.102798119,0,0.623751283,0.374881446,-0.131822288,0,0.588983536,0.415134549,-0.133035839,0,0.456308872,0.336761594,0.002635047,0,0.496578991,0.204007432,-0.102128826,0,0.485947877,0.431117296,-0.101238154,0,0.465834916,0.437411457,-0.073297761,0,0.303158253,0.356243968,-0.017473646,0,0.338958621,0.244269878,-0.14035669,0,0.342895389,0.467517257,-0.083444223,0,0.327774614,0.482664526,-0.011957536,0,0.149379939,0.377318978,-0.043272462,0,0.194428429,0.287027121,-0.101975612,0,0.210068658,0.441327512,-0.039761212,0,0.187935501,0.481241524,0.026008245,0
A,0.282711685,0.85976553,-1.79E-06,0,0.534534097,0.750537097,-0.073895134,0,0.718822241,0.495530695,-0.079670489,0,0.791571498,0.277417123,-0.082977444,0,0.860563397,0.131265581,-0.057193745,0,0.62307018,0.336732268,0.006093959,0,0.679972291,0.168973446,-0.094226778,0,0.63312006,0.373064965,-0.124648273,0,0.593257487,0.417408675,-0.127733782,0,0.46306169,0.337760568,0.006287562,0,0.502626002,0.197657257,-0.097299851,0,0.488085836,0.426685154,-0.096488625,0,0.465138882,0.439119786,-0.068919621,0,0.306872308,0.357128888,-0.016228087,0,0.345856428,0.23714219,-0.13235952,0,0.349160641,0.460653394,-0.071329661,0,0.332377076,0.4828583,0.001002145,0,0.150647193,0.377339423,-0.044414002,0,0.197817788,0.284786403,-0.097170889,0,0.212643012,0.439794898,-0.032376815,0,0.191466495,0.48200497,0.033710219,0
A,0.292650044,0.869339585,-1.61E-06,0,0.572622895,0.711987257,-0.033313226,0,0.742702961,0.490789831,-0.022242678,0,0.808513045,0.292295933,-0.026083417,0,0.836522996,0.139599532,-0.011748051,0,0.63200146,0.347896039,0.095009819,0,0.666538417,0.176897347,-0.002716786,0,0.624162674,0.340027243,-0.05286983,0,0.583724976,0.435168684,-0.061754368,0,0.480003119,0.344315171,0.077904359,0,0.51285094,0.176198885,-0.029052507,0,0.498200834,0.379010379,-0.055793162,0,0.4759956,0.470295846,-0.037880432,0,0.326776981,0.361614704,0.038515899,0,0.355963886,0.215740159,-0.080441691,0,0.368526399,0.424885064,-0.044085007,0,0.356913775,0.521557987,0.022778366,0,0.162792087,0.393857718,-0.003400935,0,0.215614095,0.262115777,-0.064623848,0,0.239705861,0.405231208,-0.012644216,0,0.231726483,0.491531312,0.052073047,0
A,0.286452949,0.855504632,-1.57E-06,0,0.577210665,0.693198919,-0.016313139,0,0.746088982,0.479912579,0.002371969,0,0.81775105,0.284311891,0.00102098,0,0.860602498,0.138088435,0.015083906,0,0.63632971,0.347682267,0.124742217,0,0.674767494,0.179362386,0.032173436,0,0.632815003,0.333204746,-0.017725319,0,0.588257134,0.431876808,-0.025601532,0,0.484597087,0.34714359,0.101039216,0,0.523159564,0.180410743,-0.002747787,0,0.503809214,0.378367007,-0.033716805,0,0.477054805,0.472542167,-0.017491782,0,0.328379929,0.366661936,0.055482708,0,0.364776671,0.227296814,-0.062999286,0,0.37211293,0.433435768,-0.031923138,0,0.356747806,0.530023932,0.032920018,0,0.157443017,0.400403082,0.009358952,0,0.217708498,0.267709404,-0.047832243,0,0.24002555,0.407251209,0.005194727,0,0.228588372,0.491103202,0.070254922,0
A,0.373796999,0.887364984,-1.79E-06,0,0.641175508,0.753878593,-0.067455262,0,0.765876651,0.522797525,-0.059261631,0,0.806008101,0.290825784,-0.063938044,0,0.804781437,0.134966016,-0.04162249,0,0.656589866,0.4007577,0.123471409,0,0.6451841,0.236890718,0.008610035,0,0.611617684,0.373547137,-0.050543133,0,0.600668788,0.455457687,-0.066822112,0,0.493739456,0.40276584,0.114493921,0,0.470101118,0.239036605,-0.028357686,0,0.488841981,0.426531345,-0.066581406,0,0.505592287,0.495803773,-0.04786443,0,0.335217953,0.422481269,0.073412754,0,0.31179899,0.29249385,-0.096571214,0,0.372422695,0.489595056,-0.068326794,0,0.398583978,0.570605397,0.006539163,0,0.170735359,0.452566028,0.027099205,0,0.173199296,0.348432392,-0.070464022,0,0.23016654,0.476787388,-0.032452639,0,0.26090914,0.546003282,0.029226562,0
A,0.357368052,0.862706423,-1.62E-06,0,0.623587251,0.718255341,-0.064285792,0,0.770809889,0.48566103,-0.052637134,0,0.827171326,0.272817373,-0.049093865,0,0.843119264,0.12366426,-0.019864906,0,0.668110847,0.373030752,0.117752284,0,0.668467581,0.214659482,0.017363593,0,0.625138104,0.360876083,-0.031606819,0,0.600310028,0.436594665,-0.040532608,0,0.507256448,0.383872509,0.116490424,0,0.487830251,0.233882397,-0.001922615,0,0.498164207,0.414726555,-0.029328655,0,0.509756505,0.476563215,-0.005880629,0,0.345540494,0.416036904,0.08570455,0,0.324123681,0.29139787,-0.056336258,0,0.37294808,0.480583072,-0.018973785,0,0.393090546,0.554580569,0.056137402,0,0.177770466,0.458605975,0.050140209,0,0.185729802,0.355556786,-0.028628949,0,0.232580423,0.487687021,0.018681657,0,0.254075497,0.553117454,0.084939383,0
A,0.254207492,0.877986312,-1.96E-06,0,0.556471467,0.78864789,-0.09505596,0,0.791195154,0.526843429,-0.093323253,0,0.853762984,0.291483223,-0.082374908,0,0.849433541,0.130831957,-0.037903339,0,0.672354579,0.339154094,0.005002782,0,0.716439962,0.191394895,-0.102599077,0,0.667137742,0.388315201,-0.136800915,0,0.624143362,0.425071031,-0.142827645,0,0.490915179,0.334175527,0.01190465,0,0.524510622,0.218263939,-0.102592148,0,0.516140103,0.452495843,-0.109860577,0,0.499064207,0.448590219,-0.088494807,0,0.315990835,0.347935021,-0.007716161,0,0.357419461,0.251809359,-0.153231665,0,0.362892985,0.480022967,-0.107570544,0,0.344296753,0.480412036,-0.042240456,0,0.143058389,0.368116677,-0.032660786,0,0.206650048,0.301185846,-0.114562884,0,0.215213954,0.461289644,-0.06255009,0,0.182900131,0.485568762,-0.002961423,0
A,0.30803442,0.878706813,-1.92E-06,0,0.58983314,0.777309954,-0.092891417,0,0.805549085,0.519058764,-0.088067777,0,0.849063873,0.286266983,-0.071521163,0,0.848874211,0.128627867,-0.020625198,0,0.669642031,0.336136997,0.009305589,0,0.709139228,0.199329033,-0.092999995,0,0.663488865,0.397988468,-0.133060083,0,0.624860108,0.424041361,-0.146933243,0,0.486703038,0.346425891,0.020340065,0,0.51942122,0.231464669,-0.083259366,0,0.519090652,0.458606124,-0.093665831,0,0.502705693,0.44527632,-0.079573728,0,0.313021481,0.370814472,0.006037596,0,0.345857561,0.267339766,-0.124433115,0,0.363502264,0.486013204,-0.079766788,0,0.347689331,0.480940491,-0.021224556,0,0.143757135,0.394710988,-0.013775119,0,0.192008048,0.32626459,-0.083629489,0,0.214898944,0.478268743,-0.031057868,0,0.189909428,0.499891311,0.025202444,0
A,0.297240794,0.869812489,-2.09E-06,0,0.583044529,0.776807129,-0.080794036,0,0.808798313,0.518044889,-0.065291122,0,0.857910156,0.283152908,-0.036796216,0,0.860904455,0.131245852,0.027620878,0,0.673490047,0.346068859,0.014058419,0,0.716473341,0.202899694,-0.076285802,0,0.667501986,0.402951837,-0.110732682,0,0.636466503,0.422088087,-0.125471398,0,0.493029982,0.357674837,0.028702967,0,0.528949857,0.225239754,-0.068989851,0,0.521762133,0.451333523,-0.075454846,0,0.506885111,0.444307745,-0.059364423,0,0.321602821,0.381775379,0.021177387,0,0.350307405,0.265103221,-0.090246491,0,0.365906537,0.479610056,-0.038056079,0,0.356366158,0.482675731,0.020783531,0,0.150270343,0.397353709,0.008568031,0,0.19025135,0.329483598,-0.038998414,0,0.212720484,0.47734499,0.018148428,0,0.198630095,0.497669667,0.072652549,0
A,0.307711601,0.872285962,-1.97E-06,0,0.597312808,0.770218313,-0.083502755,0,0.809583664,0.510318696,-0.067759946,0,0.856953621,0.279568404,-0.03899245,0,0.862271905,0.124012083,0.024958897,0,0.67278862,0.34233129,0.017503062,0,0.714464724,0.203711152,-0.074969187,0,0.666297853,0.403743684,-0.115941077,0,0.629303157,0.421601295,-0.133746251,0,0.485949427,0.356111944,0.033860277,0,0.525618315,0.232525229,-0.058326539,0,0.521408617,0.456980288,-0.070691444,0,0.501723588,0.444623798,-0.060744364,0,0.312208086,0.38261193,0.027414791,0,0.348242611,0.27067396,-0.08225809,0,0.367375523,0.483339131,-0.037366908,0,0.35138917,0.482610315,0.016130475,0,0.144931644,0.400078893,0.015926221,0,0.189312011,0.331752628,-0.03197103,0,0.215417713,0.477099836,0.023590339,0,0.197315216,0.498498917,0.077476397,0
A,0.321057677,0.881467581,-1.98E-06,0,0.597952008,0.78036797,-0.086568274,0,0.809075177,0.516495764,-0.071967319,0,0.853191316,0.28913945,-0.04285619,0,0.859689176,0.137003154,0.022995889,0,0.671518803,0.338614613,0.011247369,0,0.712338448,0.203136295,-0.083697952,0,0.668489993,0.400570691,-0.12277028,0,0.634540617,0.418525428,-0.138264418,0,0.486172974,0.353472471,0.026549624,0,0.523536563,0.233029574,-0.066627666,0,0.523382485,0.454939961,-0.074196547,0,0.506281018,0.441056758,-0.060020603,0,0.312558085,0.379826009,0.018130977,0,0.343401402,0.270370811,-0.093524486,0,0.365978539,0.483098686,-0.045946233,0,0.35437721,0.479615241,0.009995588,0,0.145971626,0.400932848,0.004126727,0,0.188859224,0.331347317,-0.045064028,0,0.2146056,0.479545623,0.012236771,0,0.194668651,0.501159668,0.068056412,0
A,0.327144176,0.875219464,-1.85E-06,0,0.603313625,0.76553154,-0.107632905,0,0.813453436,0.512329221,-0.102770641,0,0.848779321,0.282122403,-0.079205856,0,0.862306952,0.123604327,-0.016350098,0,0.669981122,0.344438553,-0.001282959,0,0.715480804,0.207822949,-0.104019023,0,0.671823382,0.405874312,-0.146405742,0,0.6366539,0.410638332,-0.165419087,0,0.487896532,0.363715231,0.023413606,0,0.522822917,0.245817542,-0.083004504,0,0.522481441,0.469325364,-0.09623348,0,0.51290369,0.442494869,-0.0852248,0,0.315221488,0.391262263,0.021773247,0,0.343169928,0.292230487,-0.099077851,0,0.360061616,0.50041014,-0.053768121,0,0.357707322,0.480428547,0.001643861,0,0.148331195,0.408223748,0.012425263,0,0.178685665,0.354396999,-0.039842851,0,0.206938267,0.494150549,0.013259892,0,0.197841942,0.504175663,0.065668315,0
